,Unnamed: 0,Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance,Label
12069,39,20.0,6,64.0,12127.172844503555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,8.245944976806641e-05,100,0.0,DOS
12070,40,20.0,6,64.0,19417.175130780983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,5.176067352294922e-05,100,0.0,DOS
12071,41,19.8,6,63.36,14780.125449291703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,0.0,0.99,0.99,6000,60,60,60.0,0.0,60.0,6.76584243774414e-05,100,0.0,DOS
12072,42,19.88,6,64.2,8244.818367667873,0.0,0.0,0.0,0.01,0.02,0.0,0.0,2,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,6089,60,123,60.89,6.791103806384554,60.89,0.0001213002204895,100,46.11909090909079,DOS
12073,43,19.88,6,65.91,28944.19984818163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,6170,60,230,61.7,16.999999999999996,61.7,3.45611572265625e-05,100,288.9999999999999,DOS
12074,0,32.36,6,77.82,340.15574338187946,0.02,0.25,0.0,0.5,0.7,0.0,0.0,70,25,2,0,0.8,0.13,0.02,0.0,0.0,0.0,0.0,0.94,0.05,0.0,0.01,0.0,0.0,0.99,0.99,46883,60,1510,468.83,475.8898534600864,468.83,0.0029398298263549,100,226471.15262626257,DOS
12075,1,40.0,6,64.0,11371.60828543542,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7400,74,74,74.0,0.0,74.0,8.79383087158203e-05,100,0.0,DOS
12076,2,33.96,6,64.0,4180.800015948486,0.0,0.05,0.15,0.19,0.8,0.0,0.0,80,5,0,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,79874,60,2962,798.74,988.1819815635524,798.74,0.000239188671112,100,976503.6286868688,DOS
12077,3,20.68,6,78.86,135.4806241864161,0.06,0.07,0.05,0.15,0.57,0.0,0.0,57,7,6,5,0.28,0.38,0.12,0.0,0.0,0.0,0.0,0.66,0.33,0.0,0.0,0.01,0.0,1.0,1.0,8914,60,441,89.14,62.9992817018535,89.14,0.0073811292648315,100,3968.909494949493,DOS
12078,4,35.4,6,65.27,1267.188127845604,0.02,0.06,0.0,0.26,0.98,0.0,0.0,98,6,2,0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.01,0.0,0.01,0.0,0.0,0.99,0.99,72092,60,2962,720.92,946.548207270432,720.92,0.0007891488075256,100,895953.5086868687,DOS
12079,5,33.24,6,65.73,6724.011670781365,0.08,0.23,0.08,0.31,0.85,0.0,0.0,85,23,8,8,0.99,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,44705,60,2962,447.05,624.9685628457279,447.05,0.0001487207412719,100,390585.7045454545,DOS
12080,6,36.72,6,66.06,1131.7726041295643,0.01,0.3,0.0,0.26,0.95,0.0,0.0,95,30,1,0,0.93,0.02,0.0,0.0,0.0,0.0,0.0,0.95,0.03,0.0,0.02,0.0,0.0,0.98,0.98,67441,60,2962,674.41,805.1666255182743,674.41,0.0008835697174072,100,648293.2948484849,DOS
12081,7,28.4,6,64.0,3759.54967552257,0.0,0.42,0.58,0.0,0.58,0.0,0.0,58,42,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6588,60,74,65.88,6.944629492484016,65.88,0.0002659893035888,100,48.2278787878788,DOS
12082,8,27.02439024390244,6,66.1219512195122,1006.44639920405,0.0,0.0853658536585365,0.4146341463414634,0.3048780487804878,0.4756097560975609,0.0,0.0,39,7,0,34,0.9634146341463414,0.0121951219512195,0.0,0.0,0.0,0.0,0.0,0.975609756097561,0.0121951219512195,0.0,0.0121951219512195,0.0,0.0,0.9878048780487804,0.9878048780487804,59739,60,2962,728.5243902439024,864.8495512581084,728.5243902439024,0.0009935948906875,82,747964.7463113513,DOS
12083,9,40.0,6,64.0,5976.920555753473,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7400,74,74,74.0,0.0,74.0,0.0001673102378845,100,0.0,DOS
12084,10,30.08,6,64.0,1648.5877571555473,0.0,0.03,0.18,0.26,0.79,0.0,0.0,79,3,0,18,0.98,0.02,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,104313,60,2962,1043.13,800.3913645615165,1043.13,0.0006109905242919,100,640626.3364646465,DOS
12085,11,33.76,6,64.0,4689.097576245416,0.02,0.0,0.22,0.17,0.78,0.0,0.0,78,0,2,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,56860,60,2962,568.6,810.242836775157,568.6,0.0002132701873779,100,656493.4545454538,DOS
12086,12,37.84,6,65.27,927.6355191861109,0.0,0.8,0.0,0.05,0.69,0.0,0.0,69,80,0,0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.98,0.01,0.0,0.01,0.0,0.0,0.99,0.99,31508,60,2962,315.08,564.0513208257314,315.08,0.0010780096054077,100,318153.89252525213,DOS
12087,13,31.04,6,64.18,638.8721084145574,0.03,0.03,0.11,0.44,0.84,0.0,0.0,84,3,3,11,0.95,0.03,0.02,0.0,0.0,0.0,0.0,0.98,0.02,0.0,0.0,0.0,0.0,1.0,1.0,122586,60,2962,1225.86,896.3971434514277,1225.86,0.0015696501731872,100,803527.8387878796,DOS
12088,14,31.52,6,63.7,3333.998918953293,0.05,0.18,0.14,0.2,0.67,0.0,0.0,67,18,5,14,0.96,0.03,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,98218,60,2962,982.18,863.5428712606288,982.18,0.0002999401092529,100,745706.2905050509,DOS
12089,15,30.6,6,64.0,5723.746230161438,0.0,0.53,0.47,0.0,0.47,0.0,0.0,47,53,0,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6742,60,74,67.42,7.0225898126522885,67.42,0.0001982808113098,100,49.3167676767677,DOS
12090,16,30.8,6,67.19,1556.6861392973522,0.0,0.0,0.08,0.09,0.89,0.0,0.0,89,0,0,8,0.96,0.0,0.02,0.0,0.0,0.0,0.0,0.97,0.03,0.0,0.0,0.0,0.0,1.0,1.0,81668,60,2962,816.68,749.1470015283982,816.68,0.0006423902511596,100,561221.2298989898,DOS
12091,17,23.92,6,140.19,730.1298610869338,0.01,0.03,0.02,0.21,0.76,0.0,0.0,76,3,1,2,0.03,0.72,0.01,0.0,0.0,0.0,0.0,0.78,0.17,0.02,0.03,0.02,0.0,0.97,0.97,22977,60,2922,229.77,436.01183504926814,229.77,0.0013757896423339,100,190106.32030303025,DOS
12092,18,35.8,6,64.0,8118.112491774087,0.0,0.79,0.21,0.0,0.21,0.0,0.0,21,79,0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7106,60,74,71.06,5.731042530364648,71.06,0.0001231908798217,100,32.84484848484843,DOS
12093,19,29.96,6,63.95,2215.2351073999544,0.0,0.12,0.36,0.14,0.63,0.0,0.0,63,12,0,36,0.96,0.04,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,52999,60,2962,529.99,847.3273906641383,529.99,0.0004514193534851,100,717963.7069696973,DOS
12094,20,32.04,6,84.16,441.7409694005439,0.02,0.01,0.16,0.18,0.79,0.0,0.0,79,1,2,16,0.8,0.13,0.0,0.0,0.0,0.0,0.0,0.96,0.04,0.0,0.0,0.0,0.0,1.0,1.0,64526,60,2271,645.26,698.4188870714922,645.26,0.0023295211791992,100,487788.9418181819,DOS
12095,21,39.52,6,64.64,1515.5460484477078,0.0,0.97,0.0,0.01,0.02,0.0,0.0,2,97,0,0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,7828,66,498,78.28,42.42071154137755,78.28,0.0006598401069641,100,1799.5167676767624,DOS
12096,22,32.04,6,68.08,374.799969260409,0.04,0.19,0.12,0.4,0.67,0.0,0.0,67,19,4,12,0.92,0.04,0.0,0.0,0.0,0.0,0.0,0.96,0.02,0.0,0.02,0.0,0.0,0.98,0.98,55889,60,2989,558.89,731.6288579311074,558.89,0.0026680898666381,100,535280.7857575766,DOS
12097,23,20.0,6,64.0,187329.3434569004,0.0,0.0,1.0,0.0,1.0,0.0,0.0,100,0,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,5.3381919860839845e-06,100,0.0,DOS
12098,24,27.08,6,67.57,635.5988349714653,0.01,0.0,0.52,0.26,0.54,0.0,0.0,54,0,1,52,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,15486,60,2962,154.86,419.3187119867439,154.86,0.0015776395797729,100,175828.18222222186,DOS
12099,25,32.6,6,64.0,3951.9320098367134,0.01,0.27,0.15,0.3,0.73,0.0,0.0,73,27,1,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,46408,60,2954,464.08,775.6941066365702,464.08,0.0002530407905578,100,601701.3470707067,DOS
12100,26,30.84,6,65.5,983.043840015,0.01,0.09,0.26,0.17,0.64,0.0,0.0,64,9,1,26,0.95,0.02,0.0,0.0,0.0,0.01,0.0,0.98,0.02,0.0,0.0,0.0,0.0,1.0,1.0,72411,60,2962,724.11,801.4274625172061,724.11,0.0010219883918762,100,642285.9776767679,DOS
12101,27,30.72,6,65.91,1556.0104616868543,0.05,0.23,0.23,0.19,0.57,0.0,0.0,57,23,5,23,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.02,0.0,0.0,0.0,0.0,1.0,1.0,41751,60,2954,417.51,720.0063901933036,417.51,0.0006877899169921,100,518409.2019191917,DOS
12102,28,29.48,6,70.92,1004.2172150674338,0.02,0.16,0.22,0.29,0.67,0.0,0.0,67,16,2,22,0.87,0.05,0.02,0.0,0.0,0.0,0.0,0.94,0.05,0.01,0.01,0.0,0.0,0.99,0.99,62883,60,2962,628.83,881.7503947755674,628.83,0.0009958004951477,100,777483.7586868689,DOS
12103,29,32.12,6,69.57,1114.6792672458469,0.01,0.18,0.1,0.3,0.81,0.0,0.0,81,18,1,10,0.96,0.01,0.0,0.0,0.0,0.0,0.0,0.97,0.03,0.0,0.0,0.0,0.0,1.0,1.0,79343,60,2962,793.43,891.0313426790124,793.43,0.0009015393257141,100,793936.8536363635,DOS
12104,30,30.28,6,65.87,759.4744542465198,0.02,0.07,0.15,0.4,0.76,0.0,0.0,76,7,2,15,0.97,0.01,0.0,0.0,0.0,0.0,0.0,0.98,0.02,0.0,0.0,0.0,0.0,1.0,1.0,148440,60,4410,1484.4,1047.2068476753675,1484.4,0.0013211894035339,100,1096642.1818181807,DOS
12105,31,34.92,6,63.54,2484.291578068269,0.02,0.48,0.0,0.21,0.89,0.0,0.0,89,48,2,0,0.94,0.01,0.02,0.0,0.0,0.0,0.0,0.96,0.03,0.0,0.01,0.0,0.0,0.99,0.99,42162,60,2954,421.62,710.1616088659464,421.62,0.0004076385498046,100,504329.5107070695,DOS
12106,32,31.32,6,63.89,2751.2653328960314,0.0,0.56,0.43,0.0,0.44,0.0,0.0,44,56,0,43,0.0,0.0,0.0,0.0,0.0,0.01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6790,60,74,67.9,6.942039987778757,67.9,0.0003634691238403,100,48.19191919191928,DOS
12107,33,32.08,6,64.0,1083.292826869087,0.0,0.1,0.06,0.53,0.84,0.0,0.0,84,10,0,6,0.97,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,108974,60,2962,1089.74,900.6642175235302,1089.74,0.0009274101257324,100,811196.0327272728,DOS
12108,34,27.16,6,85.59,650.9942696789655,0.03,0.17,0.48,0.09,0.49,0.0,0.0,49,17,3,48,0.79,0.18,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,0.0,0.99,0.99,8398,60,477,83.98,73.66961189779492,83.98,0.001536111831665,100,5427.211717171728,DOS
12109,35,29.76,6,65.6,1034.6827967466838,0.0,0.02,0.24,0.32,0.73,0.0,0.0,73,2,0,24,0.97,0.02,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.01,0.0,0.0,0.0,1.0,1.0,107267,60,2962,1072.67,967.2944257885576,1072.67,0.0009679889678955,100,935658.5061616153,DOS
12110,36,31.36,6,65.32,2306.7045773272985,0.0,0.16,0.14,0.22,0.83,0.0,0.0,83,16,0,14,0.03,0.0,0.0,0.0,0.0,0.02,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,45952,60,2962,459.52,704.3245991800237,459.52,0.0004335188865661,100,496073.141010101,DOS
12111,37,31.32,6,67.61,1163.0233086918183,0.0,0.23,0.24,0.33,0.71,0.0,0.0,71,23,0,24,0.97,0.02,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,78273,60,4410,782.73,987.9277757002276,782.73,0.0008599781990051,100,976001.2899999988,DOS
12112,38,20.0,6,64.0,197193.41795956748,0.0,0.0,1.0,0.0,1.0,0.0,0.0,100,0,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,5.071163177490234e-06,100,0.0,DOS
12113,39,32.92,6,64.0,2834.793657659606,0.0,0.64,0.35,0.0,0.36,0.0,0.0,36,64,0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6902,60,74,69.02,6.699886928037285,69.02,0.0003527688980102,100,44.888484848484886,DOS
12114,40,26.52,6,63.2,3249.282637662297,0.0,0.33,0.65,0.0,0.66,0.0,0.0,66,33,0,65,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,0.0,0.99,0.99,6468,60,74,64.68,6.601010023726167,64.68,0.0003273105621337,100,43.57333333333334,DOS
12115,41,33.72,6,64.13,517.8741289134075,0.02,0.26,0.08,0.12,0.85,0.0,0.0,85,26,2,8,0.83,0.12,0.0,0.0,0.0,0.0,0.0,0.98,0.01,0.01,0.01,0.0,0.0,0.99,0.99,45054,60,2962,450.54,654.5453417788904,450.54,0.0021246600151062,100,428429.6044444444,DOS
12116,42,32.52,6,63.89,614.6806281187945,0.06,0.23,0.12,0.3,0.78,0.0,0.0,78,23,6,12,0.99,0.0,0.0,0.0,0.0,0.01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,66173,60,2962,661.73,928.3899917969208,661.73,0.0016298413276672,100,861907.9768686865,DOS
12117,43,31.72,6,64.64,1358.0831498510556,0.05,0.0,0.0,0.31,0.93,0.0,0.0,93,0,5,0,0.84,0.09,0.01,0.0,0.0,0.0,0.0,0.93,0.05,0.0,0.02,0.0,0.0,0.98,0.98,92113,60,2962,921.13,1097.969343788336,921.13,0.000740749835968,100,1205536.6798989894,DOS
12118,0,8.24,17,63.86,19763.011826791688,0.0,0.0,0.0,0.0,0.01,0.0,0.0,1,0,0,0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99,0.0,0.0,0.0,0.0,1.0,1.0,6006,60,66,60.06,0.5999999999999998,60.06,5.059957504272461e-05,100,0.3599999999999997,DOS
12119,1,7.76,17,66.45,28288.284885681525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.03,0.0,1.0,1.0,6086,60,98,60.86,5.4253799382851975,60.86,3.5350322723388674e-05,100,29.43474747474749,DOS
12120,2,9.32,17,66.05,1249.420315758117,0.01,0.0,0.0,0.02,0.06,0.0,0.0,6,0,1,0,0.0,0.04,0.01,0.0,0.0,0.0,0.0,0.06,0.94,0.0,0.0,0.0,0.0,1.0,1.0,7513,60,1312,75.13,126.3075175510112,75.13,0.0008003711700439,100,15953.588989899,DOS
12121,3,8.0,17,63.87,33013.01849665486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.0291080474853515e-05,100,0.0,DOS
12122,4,8.0,17,64.0,25464.78052334406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,16200,162,162,162.0,0.0,162.0,3.926992416381836e-05,100,0.0,DOS
12123,5,7.92,17,65.91,14746.86730890936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,1.0,1.0,6010,60,70,60.1,1.000000000000002,60.1,6.781101226806641e-05,100,1.0000000000000042,DOS
12124,6,8.0,17,64.0,37121.01955925303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.6938915252685546e-05,100,0.0,DOS
12125,7,8.0,17,64.0,12477.848515499494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,18200,182,182,182.0,0.0,182.0,8.015155792236328e-05,100,0.0,DOS
12126,8,8.0,17,64.0,29086.71289875173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.438949584960938e-05,100,0.0,DOS
12127,9,8.0,17,63.95,9192.189177935084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,18108,90,182,181.08,9.200000000000005,181.08,0.0001087880134582,100,84.6400000000001,DOS
12128,10,7.92,17,63.27,13338.540308475116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.01,0.0,0.0,0.99,0.99,6135,60,195,61.35,13.499999999999943,61.35,7.497072219848633e-05,100,182.2499999999985,DOS
12129,11,8.0,17,64.0,2764.8128250594914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,0.0003616881370544,100,0.0,DOS
12130,12,8.0,17,64.0,20076.12483247176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.981040954589844e-05,100,0.0,DOS
12131,13,6.32,17,109.84,9423.284655133675,0.01,0.0,0.0,0.0,0.01,0.0,0.0,1,0,1,0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.75,0.0,0.0,0.24,0.0,1.0,1.0,13896,66,162,138.96,40.10942608173369,138.96,0.0001065397262573,100,1608.7660606060583,DOS
12132,14,8.0,17,63.75,10976.979848207277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,9344,60,1074,93.44,175.82178304732147,93.44,9.109973907470704e-05,100,30913.299393939385,DOS
12133,15,8.0,17,64.0,27042.578981302384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.697872161865234e-05,100,0.0,DOS
12134,16,8.24,17,67.46,6782.509702457956,0.01,0.0,0.0,0.01,0.02,0.0,0.0,2,0,1,0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.98,0.0,0.0,0.0,0.0,1.0,1.0,17957,60,182,179.57,17.095840949709935,179.57,0.0003000497817993,100,292.2677777777791,DOS
12135,17,7.92,17,63.36,28816.928890415664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.01,0.0,0.0,0.99,0.99,6000,60,60,60.0,0.0,60.0,3.4701824188232425e-05,100,0.0,DOS
12136,18,7.68,17,71.64,28303.556245360687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.04,0.0,1.0,1.0,6040,60,70,60.4,1.9694638556693247,60.4,3.5331249237060546e-05,100,3.8787878787878816,DOS
12137,19,8.0,17,64.0,17537.648436193344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,5.702018737792969e-05,100,0.0,DOS
12138,20,8.0,17,62.95,13896.706646345505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,7606,60,1074,76.06,116.89880109295278,76.06,7.22193717956543e-05,100,13665.329696969737,DOS
12139,21,8.0,17,64.0,27824.75786121799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.5939216613769533e-05,100,0.0,DOS
12140,22,8.32,17,64.0,7923.348949675079,0.0,0.01,0.0,0.0,0.01,0.0,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99,0.0,0.0,0.0,0.0,1.0,1.0,6014,60,74,60.14,1.399999999999999,60.14,0.0001262187957763,100,1.959999999999997,DOS
12141,23,8.0,17,64.0,18477.924137627208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,18200,182,182,182.0,0.0,182.0,5.411863327026368e-05,100,0.0,DOS
12142,24,8.0,17,64.0,26336.20494788396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.797054290771484e-05,100,0.0,DOS
12143,25,7.92,17,64.0,32000.488288700693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,1.0,1.0,6038,60,98,60.38,3.799999999999988,60.38,3.1249523162841795e-05,100,14.439999999999912,DOS
12144,26,8.0,17,64.0,34769.990881207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.8769969940185547e-05,100,0.0,DOS
12145,27,8.72,17,65.77,8676.853058606923,0.0,0.0,0.0,0.01,0.03,0.0,0.0,3,0,0,0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.97,0.0,0.0,0.0,0.0,1.0,1.0,16013,66,167,160.13,13.524131070502085,160.13,0.0001194500923156,100,182.9021212121198,DOS
12146,28,8.0,17,64.0,24539.57406974023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.075050354003906e-05,100,0.0,DOS
12147,29,8.0,17,64.0,28978.195384827966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.450870513916016e-05,100,0.0,DOS
12148,30,7.76,17,69.73,18768.98017631002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.03,0.0,1.0,1.0,6030,60,70,60.3,1.7144660799776497,60.3,5.327939987182617e-05,100,2.9393939393939283,DOS
12149,31,8.0,17,64.0,29903.77869670612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.373146057128906e-05,100,0.0,DOS
12150,32,7.92,17,63.27,19880.102379372453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.01,0.0,0.0,0.99,0.99,6030,60,90,60.3,3.000000000000005,60.3,5.218029022216797e-05,100,9.000000000000028,DOS
12151,33,8.24,17,65.53,6754.003961288868,0.0,0.0,0.0,0.01,0.02,0.0,0.0,2,0,0,0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.98,0.0,0.0,0.0,0.0,1.0,1.0,6063,60,123,60.63,6.300000000000003,60.63,0.000148069858551,100,39.69000000000004,DOS
